,resfindernewid_1,resfindernewid_10,resfindernewid_100,resfindernewid_101,resfindernewid_102,resfindernewid_103,resfindernewid_104,resfindernewid_105,resfindernewid_106,resfindernewid_107,resfindernewid_108,resfindernewid_109,resfindernewid_11,resfindernewid_110,resfindernewid_111,resfindernewid_112,resfindernewid_113,resfindernewid_114,resfindernewid_115,resfindernewid_116,resfindernewid_117,resfindernewid_118,resfindernewid_119,resfindernewid_12,resfindernewid_120,resfindernewid_121,resfindernewid_13,resfindernewid_14,resfindernewid_15,resfindernewid_16,resfindernewid_17,resfindernewid_18,resfindernewid_19,resfindernewid_2,resfindernewid_20,resfindernewid_21,resfindernewid_22,resfindernewid_23,resfindernewid_24,resfindernewid_25,resfindernewid_26,resfindernewid_27,resfindernewid_28,resfindernewid_29,resfindernewid_3,resfindernewid_30,resfindernewid_31,resfindernewid_32,resfindernewid_33,resfindernewid_34,resfindernewid_35,resfindernewid_36,resfindernewid_37,resfindernewid_38,resfindernewid_39,resfindernewid_4,resfindernewid_40,resfindernewid_41,resfindernewid_42,resfindernewid_43,resfindernewid_44,resfindernewid_45,resfindernewid_46,resfindernewid_47,resfindernewid_48,resfindernewid_49,resfindernewid_5,resfindernewid_50,resfindernewid_51,resfindernewid_52,resfindernewid_53,resfindernewid_54,resfindernewid_55,resfindernewid_56,resfindernewid_57,resfindernewid_58,resfindernewid_59,resfindernewid_6,resfindernewid_60,resfindernewid_61,resfindernewid_62,resfindernewid_63,resfindernewid_64,resfindernewid_65,resfindernewid_66,resfindernewid_67,resfindernewid_68,resfindernewid_69,resfindernewid_7,resfindernewid_70,resfindernewid_71,resfindernewid_72,resfindernewid_73,resfindernewid_74,resfindernewid_75,resfindernewid_76,resfindernewid_77,resfindernewid_78,resfindernewid_79,resfindernewid_8,resfindernewid_80,resfindernewid_81,resfindernewid_82,resfindernewid_83,resfindernewid_84,resfindernewid_85,resfindernewid_86,resfindernewid_87,resfindernewid_88,resfindernewid_89,resfindernewid_9,resfindernewid_90,resfindernewid_91,resfindernewid_92,resfindernewid_93,resfindernewid_94,resfindernewid_95,resfindernewid_96,resfindernewid_97,resfindernewid_98,resfindernewid_99
resfindernewid_117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086522462562395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_12,0.0,0.026101141924959218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202757502027575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010441767068273093,0.0,0.037953795379537955,0.0202757502027575,0.016976556184316895,0.01615508885298869,0.04920767306088407,0.01615508885298869,0.024429967426710098,0.0023677979479084454,0.028618152085036794,0.23212536728697356,0.2049808429118774,0.01615508885298869,0.02526487367563162,0.02526487367563162,0.022764227642276424,0.016976556184316895,0.016976556184316895,0.027777777777777776,0.0023677979479084454,0.037953795379537955,0.026101141924959218,0.04920767306088407,0.49406175771971494,0.01615508885298869,0.01615508885298869,0.056255247691015954,0.010441767068273093,0.03966942148760331,0.03966942148760331,0.0023677979479084454,0.01615508885298869,0.026938775510204082,0.010441767068273093,0.01533494753833737,0.036243822075782535,0.22017458777885549,0.021103896103896104,0.023596419853539462,0.20267686424474188,0.0457190357439734,0.0023677979479084454,0.11524822695035461,0.02526487367563162,0.008012820512820512,0.02526487367563162,0.013709677419354839,0.016168148746968473,0.01699029126213592,0.02528548123980424,0.02528548123980424,0.01779935275080906,0.0023677979479084454,0.03284072249589491,0.029459901800327332,0.02526487367563162,0.026101141924959218,0.010441767068273093,0.0136986301369863,0.8974358974358975,0.029459901800327332,0.0136986301369863,0.027777777777777776,0.0023677979479084454,0.029459901800327332,0.0457190357439734,0.029459901800327332,0.028618152085036794,0.009630818619582664,0.528554070473876,0.010441767068273093,0.023596419853539462,0.029459901800327332,0.22971652003910067,0.0023677979479084454,0.024429967426710098,0.023596419853539462,0.022764227642276424,0.029459901800327332,0.016976556184316895,0.0202757502027575,0.0136986301369863,0.016976556184316895,0.01615508885298869,0.022764227642276424,0.022764227642276424,0.03114754098360656,0.03114754098360656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_120,0.0023677979479084454,0.007205764611689352,0.0007955449482895784,0.0007955449482895784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007205764611689352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010441767068273093,1.0,0.0,0.005595523581135092,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.011254019292604502,0.007205764611689352,0.0064,0.0,0.0007955449482895784,0.008821170809943865,0.009630818619582664,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.010441767068273093,0.0,0.005595523581135092,0.007205764611689352,0.011254019292604502,0.003189792663476874,0.007205764611689352,0.007205764611689352,0.011254019292604502,0.007205764611689352,0.019448946515397084,0.019448946515397084,0.0,0.007205764611689352,0.007205764611689352,0.005595523581135092,0.007205764611689352,0.019448946515397084,0.008821170809943865,0.011254019292604502,0.0007955449482895784,0.010441767068273093,0.011254019292604502,0.0,0.003189792663476874,0.0007955449482895784,0.010441767068273093,0.011254019292604502,0.007211538461538462,0.007211538461538462,0.007211538461538462,0.0007961783439490446,0.0007961783439490446,0.007205764611689352,0.0,0.007205764611689352,0.0007955449482895784,0.0007955449482895784,0.007205764611689352,0.004792332268370607,0.007205764611689352,0.010441767068273093,0.0007955449482895784,0.007205764611689352,0.007205764611689352,0.0,0.0007955449482895784,0.011254019292604502,0.0007955449482895784,0.0039904229848363925,0.010441767068273093,0.010441767068273093,0.007205764611689352,0.0,0.0007955449482895784,0.009630818619582664,0.0,0.0007955449482895784,0.0007955449482895784,0.0007955449482895784,0.01288244766505636,0.0064,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.007205764611689352,0.010441767068273093,0.005595523581135092,0.005595523581135092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007955449482895784
resfindernewid_121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_13,0.0,0.20038167938931298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23697148475909538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037953795379537955,0.005595523581135092,0.0,1.0,0.26686807653575023,0.24554455445544554,0.20382775119617225,0.06610169491525424,0.2237354085603113,0.5863808322824716,0.0,0.7092391304347826,0.03453947368421053,0.04658901830282862,0.1980952380952381,0.19468186134852802,0.24308300395256918,0.2504970178926441,0.20961538461538462,0.24554455445544554,0.20613614573346117,0.0,0.9595015576323987,0.19128787878787878,0.06610169491525424,0.028618152085036794,0.2107795957651588,0.1637372802960222,0.0457190357439734,0.22612085769980506,0.04920767306088407,0.04920767306088407,0.0,0.18233082706766918,0.2049808429118774,0.05536912751677853,0.21545893719806763,0.0457190357439734,0.03966942148760331,0.03966942148760331,0.6840696117804551,0.044850498338870434,0.051839464882943144,0.0,0.038810900082576386,0.6107554417413572,0.1901608325449385,0.27070707070707073,0.18139097744360902,0.1780693533270853,0.19259962049335863,0.613607188703466,0.687248322147651,0.17570093457943925,0.0,0.1890359168241966,0.6840696117804551,0.6465968586387435,0.1958174904942966,0.04833333333333333,0.19695528068506185,0.04833333333333333,0.6750998668442078,0.18679245283018867,0.2119460500963391,0.0,0.6750998668442078,0.0457190357439734,0.6840696117804551,0.6253229974160207,0.1935483870967742,0.037953795379537955,0.23697148475909538,0.6401564537157758,0.6169665809768637,0.038810900082576386,0.0,0.6086956521739131,0.6840696117804551,0.5764411027568922,0.04920767306088407,0.1801125703564728,0.23697148475909538,0.18233082706766918,0.228515625,0.22135922330097088,0.24801587301587302,0.2655935613682093,0.8917293233082707,0.8609467455621301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_14,0.0,0.43935926773455375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202757502027575,0.007205764611689352,0.0,0.26686807653575023,1.0,0.9473684210526315,0.536019536019536,0.09106678230702515,0.5685785536159601,0.1992373689227836,0.0,0.24925521350546176,0.037953795379537955,0.0457190357439734,0.47479484173505276,0.4696261682242991,0.6840696117804551,0.5903919089759798,0.7619047619047619,0.8974358974358975,0.5666251556662516,0.0,0.2655935613682093,0.45265588914549654,0.09106678230702515,0.028618152085036794,0.47479484173505276,0.42954545454545456,0.09106678230702515,0.8126801152737753,0.06881903143585387,0.07246376811594203,0.0,0.45770567786790267,0.490521327014218,0.1713221601489758,0.556930693069307,0.06881903143585387,0.04225352112676056,0.07890222984562607,0.2443125618199802,0.03368940016433854,0.09012131715771231,0.0,0.04052936311000827,0.24308300395256918,0.6107554417413572,0.6684350132625995,0.5035885167464115,0.5053892215568863,0.5199516324062878,0.2433234421364985,0.24826216484607747,0.4311717861205916,0.0,0.4182638105975197,0.24925521350546176,0.2237354085603113,0.4328018223234624,0.13129496402877697,0.47306791569086654,0.030303030303030304,0.22017458777885549,0.47479484173505276,0.5492610837438424,0.0,0.23212536728697356,0.09012131715771231,0.24925521350546176,0.20382775119617225,0.5102040816326531,0.029459901800327332,0.85,0.22612085769980506,0.21781219748305905,0.027777777777777776,0.0,0.21428571428571427,0.2406311637080868,0.19468186134852802,0.06070826306913996,0.6025477707006369,0.8258345428156749,0.490521327014218,0.8391812865497076,0.536019536019536,0.5863808322824716,0.7619047619047619,0.258,0.2655935613682093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_15,0.0,0.4118967452300786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8048780487804879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016976556184316895,0.007205764611689352,0.0,0.24554455445544554,0.9473684210526315,1.0,0.5047846889952153,0.09106678230702515,0.536019536019536,0.1958174904942966,0.0,0.228515625,0.037953795379537955,0.0457190357439734,0.4459770114942529,0.44100801832760594,0.6465968586387435,0.556930693069307,0.8048780487804879,0.9473684210526315,0.5341463414634147,0.0,0.2443125618199802,0.4246885617214043,0.09106678230702515,0.02526487367563162,0.4459770114942529,0.40245261984392416,0.09106678230702515,0.8581979320531757,0.06881903143585387,0.07246376811594203,0.0,0.42954545454545456,0.4610917537746806,0.1648148148148148,0.5248484848484849,0.06881903143585387,0.04225352112676056,0.07890222984562607,0.2237354085603113,0.03368940016433854,0.09012131715771231,0.0,0.04052936311000827,0.22254616132167152,0.5764411027568922,0.6316472114137484,0.47362250879249707,0.4753521126760563,0.48933649289099523,0.2227626459143969,0.2275390625,0.40401785714285715,0.0,0.3915929203539823,0.228515625,0.20382775119617225,0.40558659217877097,0.1252236135957066,0.4443168771526981,0.026938775510204082,0.2189922480620155,0.4459770114942529,0.517490952955368,0.0,0.2119460500963391,0.09012131715771231,0.228515625,0.18455743879472694,0.48,0.026101141924959218,0.8974358974358975,0.20613614573346117,0.1980952380952381,0.027777777777777776,0.0,0.19468186134852802,0.22017458777885549,0.17570093457943925,0.06070826306913996,0.5685785536159601,0.7818696883852692,0.4610917537746806,0.8860569715142429,0.5047846889952153,0.5530864197530864,0.7209302325581395,0.23697148475909538,0.2443125618199802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_16,0.0,0.45265588914549654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45433526011560693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615508885298869,0.007205764611689352,0.0,0.20382775119617225,0.536019536019536,0.5047846889952153,1.0,0.09773123909249563,0.9473684210526315,0.14676390154968094,0.0,0.1790065604498594,0.03539094650205761,0.0457190357439734,0.5378973105134475,0.4976190476190476,0.4958382877526754,0.5588599752168525,0.42630385487528344,0.47479484173505276,0.5725,0.0,0.19468186134852802,0.4328018223234624,0.09773123909249563,0.02526487367563162,0.5843828715365239,0.5156626506024097,0.09868995633187773,0.4230769230769231,0.04746044962531224,0.04746044962531224,0.0,0.5193236714975845,0.5473554735547356,0.1724137931034483,0.85,0.04746044962531224,0.04225352112676056,0.0920138888888889,0.1713221601489758,0.03368940016433854,0.0967741935483871,0.0,0.038810900082576386,0.1702325581395349,0.5156626506024097,0.47479484173505276,0.5162846803377563,0.91324200913242,0.5891276864728192,0.1671309192200557,0.17148182665424044,0.4834905660377358,0.0,0.45265588914549654,0.1790065604498594,0.15307057745187902,0.4459770114942529,0.14467697907188354,0.5454545454545454,0.01615508885298869,0.1648148148148148,0.5065868263473053,0.6295336787564767,0.0,0.19128787878787878,0.0967741935483871,0.1790065604498594,0.16697588126159554,0.5964467005076142,0.028618152085036794,0.4459770114942529,0.1615881809787627,0.15837937384898712,0.027777777777777776,0.0,0.155188246097337,0.1713221601489758,0.15412844036697249,0.05360134003350084,0.3869900771775083,0.4459770114942529,0.5530864197530864,0.4459770114942529,0.8974358974358975,0.5550061804697157,0.5322777101096224,0.18791312559017942,0.18791312559017942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_17,0.0,0.07613344739093242,0.0015923566878980893,0.0015923566878980893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04920767306088407,0.011254019292604502,0.0,0.06610169491525424,0.09106678230702515,0.09106678230702515,0.09773123909249563,1.0,0.09773123909249563,0.09296264118158123,0.0,0.08448275862068966,0.056255247691015954,0.07246376811594203,0.09868995633187773,0.054484492875104776,0.07063829787234042,0.1054481546572935,0.08823529411764706,0.09106678230702515,0.07063829787234042,0.0,0.06972789115646258,0.07613344739093242,0.9473684210526315,0.03966942148760331,0.09581881533101046,0.08729472774416594,0.7447988904299584,0.07982832618025751,0.1044776119402985,0.1172291296625222,0.0,0.08729472774416594,0.07246376811594203,0.02526487367563162,0.09486510008703221,0.11032656663724624,0.056255247691015954,0.6295336787564767,0.08354866494401378,0.07337883959044368,0.8720238095238095,0.0,0.04052936311000827,0.07705479452054795,0.07705479452054795,0.09296264118158123,0.09877622377622378,0.09781659388646288,0.08455565142364108,0.07989690721649484,0.07989690721649484,0.08261617900172118,0.0,0.09106678230702515,0.08448275862068966,0.0779777206512425,0.07613344739093242,0.016976556184316895,0.08075601374570447,0.04398340248962656,0.07982832618025751,0.09868995633187773,0.07982832618025751,0.0,0.06519898391193904,0.7945791726105563,0.08448275862068966,0.08823529411764706,0.0779777206512425,0.05981465880370682,0.08168529664660361,0.06881903143585387,0.08541846419327007,0.05803195962994113,0.0,0.07521367521367521,0.0779777206512425,0.06070826306913996,0.12021371326803205,0.0625,0.08448275862068966,0.09868995633187773,0.09106678230702515,0.0967741935483871,0.1054481546572935,0.09106678230702515,0.06610169491525424,0.06972789115646258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015923566878980893
resfindernewid_18,0.0,0.4817432273262662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4834905660377358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01615508885298869,0.007205764611689352,0.0,0.2237354085603113,0.5685785536159601,0.536019536019536,0.9473684210526315,0.09773123909249563,1.0,0.1648148148148148,0.0,0.1980952380952381,0.03539094650205761,0.0457190357439734,0.5685785536159601,0.528554070473876,0.5266990291262136,0.5924050632911393,0.4476409666283084,0.5047846889952153,0.6066411238825032,0.0,0.21428571428571427,0.4610917537746806,0.09773123909249563,0.02526487367563162,0.6190476190476191,0.5454545454545454,0.09868995633187773,0.45098039215686275,0.04746044962531224,0.04746044962531224,0.0,0.5492610837438424,0.5804020100502513,0.1746031746031746,0.8974358974358975,0.04746044962531224,0.04225352112676056,0.0920138888888889,0.1901608325449385,0.03368940016433854,0.0967741935483871,0.0,0.04052936311000827,0.1890359168241966,0.5454545454545454,0.5047846889952153,0.5442260442260443,0.8649851632047477,0.624031007751938,0.18584905660377357,0.1903409090909091,0.5120192307692307,0.0,0.4817432273262662,0.1980952380952381,0.1713221601489758,0.47479484173505276,0.14676390154968094,0.5784190715181933,0.01615508885298869,0.18344308560677328,0.536019536019536,0.6662251655629139,0.0,0.2107795957651588,0.0967741935483871,0.1980952380952381,0.17790262172284643,0.6316472114137484,0.028618152085036794,0.47479484173505276,0.1801125703564728,0.1691449814126394,0.027777777777777776,0.0,0.16589434661723818,0.1901608325449385,0.1648148148148148,0.05360134003350084,0.4087346024636058,0.47479484173505276,0.5843828715365239,0.47479484173505276,0.9473684210526315,0.5883838383838383,0.5646766169154229,0.2072936660268714,0.2072936660268714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_19,0.0,0.1812206572769953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024429967426710098,0.0064,0.0,0.5863808322824716,0.1992373689227836,0.1958174904942966,0.14676390154968094,0.09296264118158123,0.1648148148148148,1.0,0.0,0.7069199457259159,0.021933387489845652,0.03368940016433854,0.1890359168241966,0.13846153846153847,0.15837937384898712,0.2049808429118774,0.17790262172284643,0.1958174904942966,0.1702325581395349,0.0,0.6025477707006369,0.1812206572769953,0.09296264118158123,0.0202757502027575,0.1924170616113744,0.1637372802960222,0.056255247691015954,0.17680074836295603,0.05008347245409015,0.05008347245409015,0.0,0.18233082706766918,0.1713221601489758,0.06070826306913996,0.15731370745170192,0.04658901830282862,0.026938775510204082,0.06160337552742616,0.6818181818181818,0.03199343724364233,0.07429547395388557,0.0,0.037953795379537955,0.6253229974160207,0.15625,0.23697148475909538,0.1780693533270853,0.14272727272727273,0.18361581920903955,0.6094750320102432,0.6649006622516557,0.16051660516605165,0.0,0.1801125703564728,0.7209302325581395,0.6750998668442078,0.17350746268656717,0.05360134003350084,0.1790065604498594,0.03453947368421053,0.7375690607734806,0.1746031746031746,0.15412844036697249,0.0,0.6422976501305483,0.06791171477079797,0.6977058029689609,0.6401564537157758,0.155188246097337,0.024429967426710098,0.18455743879472694,0.6086956521739131,0.6148908857509627,0.021933387489845652,0.0,0.6066411238825032,0.7046070460704607,0.574468085106383,0.044850498338870434,0.12121212121212122,0.1724137931034483,0.1702325581395349,0.19128787878787878,0.16266173752310537,0.20267686424474188,0.23333333333333334,0.5784190715181933,0.5883838383838383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_2,0.24708171206225682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023677979479084454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0023677979479084454,0.0023677979479084454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22328244274809161,0.0,0.0,0.0,0.0023677979479084454,0.0,0.0,0.0,0.0,0.00315955766192733,0.00315955766192733,0.23150816522574447,0.0,0.0,0.0,0.0,0.00315955766192733,0.0023677979479084454,0.0,0.0,0.0023677979479084454,0.0,0.20375586854460093,0.0023677979479084454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2014995313964386,0.0,0.0,0.0,0.0,0.0,0.0,0.0023677979479084454,0.0,0.0,0.0,0.18484288354898337,0.0,0.0,0.0,0.0,0.0,0.0023677979479084454,0.0,0.0,0.0,0.0023677979479084454,0.20488721804511278,0.0,0.0,0.0,0.00315955766192733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078064012490242,0.00078064012490242,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_20,0.0,0.17570093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028618152085036794,0.0007955449482895784,0.0,0.7092391304347826,0.24925521350546176,0.228515625,0.1790065604498594,0.08448275862068966,0.1980952380952381,0.7069199457259159,0.0,1.0,0.029459901800327332,0.041390728476821195,0.18233082706766918,0.1702325581395349,0.2049808429118774,0.2237354085603113,0.1935483870967742,0.228515625,0.1901608325449385,0.0,0.739972337482711,0.17570093457943925,0.08448275862068966,0.024429967426710098,0.18567389255419417,0.15731370745170192,0.04833333333333333,0.20961538461538462,0.04833333333333333,0.04833333333333333,0.0,0.17570093457943925,0.1890359168241966,0.05536912751677853,0.1901608325449385,0.044850498338870434,0.03453947368421053,0.04920767306088407,0.8974358974358975,0.03539094650205761,0.06610169491525424,0.0,0.037953795379537955,0.8048780487804879,0.17790262172284643,0.2605210420841683,0.17148182665424044,0.16281221091581868,0.17696629213483145,0.7729196050775741,0.8622222222222222,0.16051660516605165,0.0,0.1648148148148148,0.8974358974358975,0.85,0.1713221601489758,0.04833333333333333,0.1724137931034483,0.038810900082576386,0.6773333333333333,0.1680594243268338,0.18679245283018867,0.0,0.8152958152958153,0.05981465880370682,0.8974358974358975,0.8284883720930233,0.17790262172284643,0.028618152085036794,0.22017458777885549,0.8048780487804879,0.8126801152737753,0.029459901800327332,0.0,0.8022922636103151,0.8974358974358975,0.7619047619047619,0.04311774461028192,0.1648148148148148,0.228515625,0.1637372802960222,0.2119460500963391,0.1958174904942966,0.22135922330097088,0.2554890219560878,0.6863270777479893,0.7232876712328767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resfindernewid_21,0.0,0.01288244766505636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04311774461028192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23212536728697356,0.008821170809943865,0.0,0.03453947368421053,0.037953795379537955,0.037953795379537955,0.03539094650205761,0.056255247691015954,0.03539094650205761,0.021933387489845652,0.0023677979479084454,0.029459901800327332,1.0,0.728021978021978,0.026101141924959218,0.024429967426710098,0.026938775510204082,0.03966942148760331,0.04311774461028192,0.037953795379537955,0.026938775510204082,0.0023677979479084454,0.03453947368421053,0.01288244766505636,0.056255247691015954,0.2237354085603113,0.026101141924959218,0.026101141924959218,0.06339814032121724,0.03114754098360656,0.058922558922558925,0.056255247691015954,0.0023677979479084454,0.026101141924959218,0.026101141924959218,0.019448946515397084,0.03453947368421053,0.056255247691015954,0.7209302325581395,0.052719665271966525,0.023596419853539462,0.407158836689038,0.052719665271966525,0.0023677979479084454,0.13743218806509946,0.024429967426710098,0.027777777777777776,0.03709810387469085,0.026122448979591838,0.036273701566364384,0.02696078431372549,0.02528548123980424,0.02528548123980424,0.03284072249589491,0.0023677979479084454,0.019448946515397084,0.029459901800327332,0.01779935275080906,0.01288244766505636,0.019448946515397084,0.02526487367563162,0.23212536728697356,0.03453947368421053,0.026101141924959218,0.026938775510204082,0.0023677979479084454,0.03284072249589491,0.052719665271966525,0.029459901800327332,0.028618152085036794,0.0202757502027575,0.23212536728697356,0.03114754098360656,0.023596419853539462,0.028618152085036794,0.3673913043478261,0.0023677979479084454,0.023596419853539462,0.023596419853539462,0.022764227642276424,0.056255247691015954,0.036243822075782535,0.04225352112676056,0.026101141924959218,0.037953795379537955,0.03539094650205761,0.03966942148760331,0.03453947368421053,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
