ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	Criteria	ARO Categories
ARO:3001374	TEM-185	879	protein homolog model	Escherichia coli	0.02	0.05	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001374	TEM-185	879	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000250	ErmC	881	protein homolog model	Staphylococcus epidermidis	3.92	32.9	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Staphylococcus pseudintermedius	0	1.02	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Staphylococcus lugdunensis	0	18.18	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Enterobacter kobei	0	1.56	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Mycobacteroides abscessus	0	0.12	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Neisseria gonorrhoeae	0	0.17	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Shigella sonnei	0	0.08	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Enterococcus faecium	0	0.07	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Streptococcus pyogenes	0	0.06	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Listeria monocytogenes	0	0.15	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Neisseria meningitidis	0	0	50	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Pseudomonas aeruginosa	0	0.05	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Staphylococcus aureus	2.42	20.57	0.24	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000250	ErmC	881	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; streptogramin antibiotic
ARO:3000931	TEM-63	885	protein homolog model	Vibrio cholerae	0	0.75	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000931	TEM-63	885	protein homolog model	Salmonella enterica	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000931	TEM-63	885	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3000931	TEM-63	885	protein homolog model	Vibrio cholerae	0	0.75	0	perfect	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3001091	SHV-33	887	protein homolog model	Klebsiella pneumoniae	0	1.22	0.36	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001091	SHV-33	887	protein homolog model	Klebsiella pneumoniae	0	0.93	0.36	perfect	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3002087	CMY-74	889	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephamycin
ARO:3002752	QnrB37	891	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002752	QnrB37	891	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic target protection; fluoroquinolone antibiotic
ARO:3002659	APH(6)-Ic	892	protein homolog model	Klebsiella pneumoniae	0.03	0.04	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Pseudomonas aeruginosa	0	0.29	0.47	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Pseudomonas aeruginosa	0	0.29	0.47	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Shigella sonnei	0	0.16	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Enterobacter cloacae	0	0.23	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Enterobacter cloacae	0	0.23	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Shigella sonnei	0	0.16	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Salmonella enterica	0.12	0.54	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Salmonella enterica	0.12	0.66	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Escherichia coli	0	0.36	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002659	APH(6)-Ic	892	protein homolog model	Escherichia coli	0.01	0.53	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001169	SHV-122	895	protein homolog model	Klebsiella pneumoniae	0	0.08	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3001990	CTX-M-131	896	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001569	OXA-383	897	protein homolog model	Acinetobacter baumannii	0	0.07	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001569	OXA-383	897	protein homolog model	Acinetobacter baumannii	0	0.07	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002378	VEB-9	898	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Pseudomonas aeruginosa	0	0.19	4.21	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Pseudomonas fluorescens	0	0.55	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Pseudomonas fluorescens	0	0.49	0	perfect	antibiotic inactivation; cephalosporin; monobactam
ARO:3002378	VEB-9	898	protein homolog model	Pseudomonas aeruginosa	0	0.24	4.21	perfect_strict	antibiotic inactivation; cephalosporin; monobactam
ARO:3001629	OXA-94	899	protein homolog model	Acinetobacter baumannii	0	1.03	1.27	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001629	OXA-94	899	protein homolog model	Acinetobacter baumannii	0	1.03	1.27	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3000167	tet(C)	900	protein homolog model	Pseudomonas stutzeri	0	1.49	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Staphylococcus epidermidis	0	0.18	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Staphylococcus epidermidis	0	0.37	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Micrococcus luteus	0	3.45	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Micrococcus luteus	0	3.45	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterobacter cloacae	0	1.35	3.33	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Citrobacter freundii	1.16	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Citrobacter freundii	1.16	0.78	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Chlamydia trachomatis	0	2.38	1.14	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Burkholderia pseudomallei	0	0.07	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Pseudomonas fluorescens	0	0.3	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Pseudomonas fluorescens	0	0.49	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Achromobacter xylosoxidans	0	2.74	12.5	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Providencia stuartii	0	7.69	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Mycobacterium tuberculosis	0	0.01	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Stenotrophomonas maltophilia	0	0.33	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Stenotrophomonas maltophilia	0	0.33	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterobacter hormaechei	0	0.63	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterobacter hormaechei	0	1.27	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Vibrio parahaemolyticus	0	9.74	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Brucella suis	0	2.78	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Brucella abortus	0	1.45	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Staphylococcus lugdunensis	0	9.09	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Proteus mirabilis	0	0.86	8.7	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterococcus faecium	0	0.14	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Vibrio cholerae	20	0	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Vibrio cholerae	20	0.11	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Shigella sonnei	0	0.47	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Neisseria gonorrhoeae	0	0.52	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Burkholderia cepacia	0	12.3	3.57	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Burkholderia cepacia	0	12.3	3.57	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Streptococcus agalactiae	0	0.1	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Citrobacter youngae	0	25	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Clostridium botulinum	0	0.58	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Citrobacter youngae	0	25	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Staphylococcus aureus	0	0.06	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Salmonella enterica	0.12	0.21	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Salmonella enterica	0.24	0.6	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Escherichia coli	0	0.28	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Escherichia coli	0.07	1.33	0.16	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Klebsiella pneumoniae	0	0.13	0	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Klebsiella pneumoniae	0	0.55	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Enterococcus faecalis	0	0.52	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Pseudomonas aeruginosa	0	0.34	3.74	perfect	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Pseudomonas aeruginosa	0	0.34	3.74	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3000167	tet(C)	900	protein homolog model	Klebsiella aerogenes	0	0.6	0	perfect_strict	antibiotic efflux; tetracycline antibiotic
ARO:3002997	LCR-1	901	protein homolog model	Pseudomonas aeruginosa	0	0.1	0.47	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3002997	LCR-1	901	protein homolog model	Pseudomonas aeruginosa	0	0.1	0.47	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002997	LCR-1	901	protein homolog model	Pseudomonas fluorescens	0	0.18	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3002997	LCR-1	901	protein homolog model	Pseudomonas fluorescens	0	0.18	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3001632	OXA-92	902	protein homolog model	Acinetobacter baumannii	0	0.04	0.64	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3001632	OXA-92	902	protein homolog model	Acinetobacter baumannii	0	0.04	0.64	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002669	APH(2'')-Ig	903	protein homolog model	Campylobacter jejuni	1.92	0.08	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002669	APH(2'')-Ig	903	protein homolog model	Campylobacter jejuni	1.92	0.08	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002669	APH(2'')-Ig	903	protein homolog model	Campylobacter coli	5.45	4.3	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002669	APH(2'')-Ig	903	protein homolog model	Campylobacter coli	5.45	4.3	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3000860	rmtB	904	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Salmonella enterica	0.12	0.03	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Salmonella enterica	0.12	0.03	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Escherichia coli	0.13	1.07	0.04	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Escherichia coli	0.13	1.12	0.04	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Klebsiella pneumoniae	1.03	6.6	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Klebsiella pneumoniae	1.03	6.67	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Proteus mirabilis	7.41	0	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Proteus mirabilis	7.41	0.86	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Shigella flexneri	0	0.26	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Shigella flexneri	0	0.26	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Morganella morganii	0	2.38	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Providencia stuartii	0	7.69	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Providencia stuartii	0	7.69	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Enterobacter hormaechei	0	1.58	0	perfect	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Enterobacter hormaechei	0	1.58	2.7	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Vibrio parahaemolyticus	0	0.08	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3000860	rmtB	904	protein homolog model	Burkholderia cenocepacia	0	2.18	0	perfect_strict	aminoglycoside antibiotic; antibiotic target alteration
ARO:3001953	CTX-M-93	905	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3003176	CARB-21	906	protein homolog model	Vibrio parahaemolyticus	0	15.94	3.12	perfect_strict	antibiotic inactivation; penam
ARO:3003176	CARB-21	906	protein homolog model	Vibrio parahaemolyticus	0	4.05	1.56	perfect	antibiotic inactivation; penam
ARO:3002704	fexA	907	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Staphylococcus aureus	0.08	2.13	1.18	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Staphylococcus aureus	0.08	0.06	0	perfect	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Staphylococcus epidermidis	0	3.49	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Enterococcus faecium	0.18	2.69	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Listeria monocytogenes	0	0.11	0	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3002704	fexA	907	protein homolog model	Enterococcus faecalis	6.19	6.98	8.11	perfect_strict	antibiotic efflux; phenicol antibiotic
ARO:3001997	CTX-M-139	908	protein homolog model	Enterobacter hormaechei	0	0.32	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001997	CTX-M-139	908	protein homolog model	Klebsiella pneumoniae	0.03	0.44	0.36	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3001997	CTX-M-139	908	protein homolog model	Escherichia coli	0	0.06	0	perfect_strict	antibiotic inactivation; cephalosporin
ARO:3002416	OXY-6-4	913	protein homolog model	Klebsiella oxytoca	0	1.87	5.56	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Staphylococcus pseudintermedius	0	5.08	11.11	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Enterococcus faecalis	5.31	10.98	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Enterococcus faecalis	1.77	0.9	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Streptococcus pyogenes	0	0.06	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Klebsiella pneumoniae	0	0.08	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Staphylococcus aureus	0.16	1.62	1.18	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Staphylococcus aureus	0.08	1.51	1.18	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Streptococcus pyogenes	0	0.06	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Enterococcus faecium	1.59	7.14	0.8	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Enterococcus faecium	2.12	11.87	0.8	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Clostridioides difficile	0	1.37	1.67	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Clostridioides difficile	0	1.42	1.67	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Streptococcus agalactiae	0	0.39	2.25	perfect	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002626	ANT(6)-Ia	914	protein homolog model	Streptococcus agalactiae	0	0.98	3.37	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3001155	SHV-106	915	protein homolog model	Klebsiella pneumoniae	0	0.08	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3003153	SHV-186	917	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; penam
ARO:3000918	TEM-49	918	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic inactivation; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter baumannii	0	1.13	4.46	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter baumannii	0	1.27	5.1	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Pseudomonas aeruginosa	0	0.49	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Pseudomonas aeruginosa	0	0.49	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Pseudomonas fluorescens	0	0.3	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Pseudomonas fluorescens	0	0.3	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter haemolyticus	6.67	0	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter haemolyticus	6.67	0	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Proteus vulgaris	0	12.5	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Proteus vulgaris	0	12.5	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter nosocomialis	0	2	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002363	PER-1	919	protein homolog model	Acinetobacter nosocomialis	0	2	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; monobactam; penam; penem
ARO:3002428	OKP-A-11	921	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect	antibiotic inactivation; cephalosporin; penam
ARO:3002428	OKP-A-11	921	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect_strict	antibiotic inactivation; cephalosporin; penam
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Acinetobacter baumannii	0	0.11	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Escherichia coli	0	0.02	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Klebsiella pneumoniae	0.03	1.14	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Pseudomonas aeruginosa	0	0.15	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Pseudomonas fluorescens	0	0.12	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002599	AAC(6')-30/AAC(6')-Ib' fusion protein	922	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3002587	AAC(6')-33	924	protein homolog model	Escherichia coli	0.01	0.01	0	perfect	aminoglycoside antibiotic; antibiotic inactivation
