trg_pattern,abx,gene_name,phenotype_change,notes
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:1:0:0|0:0:0:0:0:1|1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:1:0:1:0:0|0:0:0:0:0:0:1|1:1:0:1:0:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA22_1_AM261837:aadA24_1_AM711129:aadA8b_2_AM040708:ant(3'')-Ia_1_X02340|0:0:1:0:0:0|0:0:1:0:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:0|0:0:1:0:1:0:0|0:0:0:0:0:0:1|1:1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:1:0:0:0|1:1:1:0:1:0,ami,ant(3'')-Ia,,
aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib3_1_X60321|0:0:0|0:0:1|0:1:0|1:0:0,ami,aac(6')-Ib,,
aph(6)-Id_1_M28829|1|0|1|0,ami,aph(6)-Id,,
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:1:1:1:0:0,ami,ant(3'')-Ia,,
aph(6)-Id_1_M28829|0|0|1|1,ami,aph(6)-Id,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:0:1:0:1:0|0:0:0:0:0:1:1|1:1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:1:1:1:0:0,ami,ant(3'')-Ia,,
aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:1|0:1:0:0|0:1:0:0|1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:1:0:1|0:0:0:0:1:0|0:0:0:0:1:1|1:1:1:0:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:1:0:0:1:0|1:0:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA22_1_AM261837:aadA2_1_NC_010870:aadA2_2_JQ364967|0:0:0:1:0|0:0:0:0:1|0:0:0:0:1|1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:0:0:1:0:0|0:0:0:0:0:0:1|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1b_1_M95287:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:0:0:0:1:0|0:0:0:0:0:1:0:0|1:1:0:1:1:1:0:0,ami,ant(3'')-Ia,,
aph(3'')-Ib_5_AF321551|0|0|1|0,ami,aph(3'')-Ib,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:0:1:1|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:0:0:1:0:1|1:0:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340|0:0:0:1|0:0:1:0|0:0:1:0|1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:1:0:0|1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA3_1_AF047479|0:0:0:1|0:0:0:1|0:0:0:1|1:1:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:0:1|0:0:1:0:0:1:0:0|0:0:0:0:0:0:0:1|1:1:0:1:1:0:1:0,ami,ant(3'')-Ia,,
aac(6')-Ib-Hangzhou_1_FJ503047|0|1|0|1,ami,aac(6')-Ib,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA8b_2_AM040708|0:0:0:1|0:0:0:1|0:0:0:1|1:1:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:0:0:1:0:0|1:0:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1b_1_M95287:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:1:0:1:0:0:0:1:0|0:0:0:0:0:0:1:0:1|1:0:1:0:1:1:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:0:0:0:1:0|0:0:0:0:0:0:1|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:1|0:1:0:0:1:0:1:0|0:0:0:0:0:0:1:1|1:0:1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:0:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:0:0:0:1:0|0:0:0:1:0:0:1:0|1:1:0:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:0:1:0:1:0|0:0:0:0:0:1:1|1:1:1:0:1:1:1,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:1:0:0|0:0:0:1:0:0|1:0:1:1:1:0,ami,ant(3'')-Ia,,
aph(3')-Ia_1_V00359:aph(3')-Ia_7_X62115|1:0|0:1|1:0|1:0,ami,aph(3')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:0:1:0:1:0|0:0:0:0:0:1:1|1:1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:0:1:0:0:0:1:0|0:0:0:0:1:0:1:0:0|1:1:1:0:1:1:0:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:1:0:0:1:0|0:0:0:1:0:1:0:0|1:1:0:1:1:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:1:0:1:0:0|0:0:0:0:0:0:1|1:1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA3_1_AF047479|0:0:1:0:0:1:0:0|0:0:1:0:1:0:1:0|0:0:1:0:0:1:0:0|1:1:1:1:1:0:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:0:0:0:1:0:0|0:0:0:0:0:0:1|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:1:0:0|0:0:0:1:0|0:0:0:1:0|1:1:0:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:1:0:0|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682|0:1|1:0|1:0|1:0,ami,aac(6')-Ib,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:0:1:1:0:1,ami,ant(3'')-Ia,,
aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_5_AF321551|1:0:0|0:1:0|1:0:0|0:0:1,ami,aph(3'')-Ib,,
aph(3')-Ia_1_V00359|0|1|0|0,ami,aph(3')-Ia,,
aph(3'')-Ib_3_AF321550:aph(3'')-Ib_2_AF024602|0:1|1:0|0:1|0:1,ami,aph(3'')-Ib,,
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:1:0:0|1:1:1:1:0,ami,ant(3'')-Ia,,
ant(3'')-Ia_1_X02340|1|0|1|0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:1:0:0:1:0:1:0|0:0:0:0:0:0:0:1:1|1:1:0:1:1:0:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:0:1|0:0:1:0:0:0:1:0|0:0:0:0:1:0:0:1|1:1:1:1:0:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA22_1_AM261837:aadA24_1_AM711129:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:1:0:0:0|0:0:1:0:0:0|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:1:1:0:0:0|0:1:0:0:0:1:1|1:1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:0:1|0:1:0:0:0:0:0:1:0|0:0:0:0:0:1:0:0:1|1:0:1:1:1:0:1:0:0,ami,ant(3'')-Ia,,
aph(3'')-Ib_5_AF321551:aph(3'')-Ib_2_AF024602|0:1|1:0|0:1|0:1,ami,aph(3'')-Ib,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129|0:0:0:1:0|0:0:0:1:0|0:0:0:1:0|1:1:1:1:1,ami,ant(3'')-Ia,,
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:0:0:1|1:1:1:1:0,ami,ant(3'')-Ia,,
aadA5_1_AF137361|1|0|1|0,ami,aadA5,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:1:0:1:0|0:0:0:1:0:0:0|1:0:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:0:1:0:0:1:0|0:0:0:0:0:0:1:1|1:1:1:1:1:0:0:0,ami,ant(3'')-Ia,,
aadA5_1_AF137361|0|1|1|1,ami,aadA5,,
aph(6)-Ic_1_X01702|1|0|1|0,ami,aph(6)-Ic,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA8b_1_AY139603:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:0:1|0:0:1:0:0:1:0:0|0:0:0:0:1:0:0:1|1:1:0:1:0:0:1:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:0:1:0|0:0:0:1:0|1:1:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:1:0:0|0:0:0:1:0:0|1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625|0:0:0:0:1:0|0:0:0:0:0:1|0:0:0:0:1:0|1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:1:0:0:0:1:0|0:0:0:1:0:1:0:0|1:1:0:1:1:1:0:0,ami,ant(3'')-Ia,,
aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829|0:1|1:0|0:1|0:1,ami,aph(6)-Id,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:1|0:0:1:0:0:1:0|0:0:0:0:1:0:1|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA24_1_AM711129:aadA24_1_DQ677333:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:0:0:1:0|0:0:0:0:0:0:1|1:0:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_2_NC010643:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:0:0:1:0:0:1:0|0:0:0:0:0:0:1:1|1:1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:1|0:0:1:1:0:0:1:0|0:0:0:0:0:1:0:1|1:1:0:1:1:0:1:0,ami,ant(3'')-Ia,,
aph(6)-Id_4_CP000971|0|0|0|1,ami,aph(6)-Id,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1|0:1:0:0:1:0:0|0:0:0:0:1:0:0|1:0:1:1:1:1:0,ami,ant(3'')-Ia,,
aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550:aph(3'')-Ib_5_AF321551|1:0:0|0:1:0|0:0:1|0:0:1,ami,aph(3'')-Ib,,
aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:0:1:0|0:0:0:0:1|1:1:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA22_1_AM261837:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:1:0:0|0:0:0:0:0:0|0:0:0:0:0:1|1:1:1:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:1|0:0:1:0:0|0:0:0:0:1|1:1:0:1:1,ami,ant(3'')-Ia,,
aadA15_1_DQ393783:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340|0:0:1|0:1:0|0:1:0|1:1:0,ami,ant(3'')-Ia,,
aph(3'')-Ib_3_AF321550:aph(3'')-Ib_4_AF313472:aph(3'')-Ib_2_AF024602|0:0:1|0:1:0|0:0:1|1:0:0,ami,aph(3'')-Ib,,
aadA15_1_DQ393783:aadA1_4_JQ480156:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2b_1_D43625:aadA3_1_AF047479|0:0:0:0:0:0|0:0:0:1:1:0|0:0:0:0:0:0|1:1:1:0:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:1:0:0|0:0:0:0:0:1|1:1:1:0:1:1,ami,ant(3'')-Ia,,
aadA15_1_DQ393783|0|1|0|0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA21_1_AY171244:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:1:0:1|0:0:0:0:1:1|0:0:0:1:0:1|1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_5_JX185132:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:0:0:0:1:0|0:0:0:0:0:1|1:1:1:1:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:aadA5_1_AF137361|0:0:0:0:1:0:1|0:0:0:0:0:1:1|0:0:0:0:1:0:1|1:1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1|0:1:0:1:0:0:1:0|0:0:0:0:0:1:0:1|1:0:1:1:1:0:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625|0:0:1:0:0:1:0|0:0:1:0:1:0:1|0:0:1:0:0:1:0|1:1:1:1:1:0:1,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340|0:0:0:0:0:0:1:0:1|0:0:0:0:0:0:0:1:0|0:0:0:0:1:0:0:0:0|1:1:1:1:0:1:0:0:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361:ant(3'')-Ia_1_X02340|0:0:0:0:0:1:0:1:1|0:1:0:1:0:0:1:1:0|0:0:0:0:0:0:1:1:1|1:0:1:1:1:0:1:1:0,ami,ant(3'')-Ia,,
aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA17_1_FJ460181:aadA22_1_AM261837:ant(3'')-Ia_1_X02340|0:0:0:0:0:1|0:1:0:0:0:1|0:0:0:0:0:1|1:0:1:1:1:0,ami,ant(3'')-Ia,,
aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340|0:0:0:0:1:0:1|0:0:1:0:0:1:0|0:0:1:0:0:1:0|1:1:1:1:0:1:0,ami,ant(3'')-Ia,,
blaCTX-M-15_1_AY044436|1|1|1|1,blm,blaCTX-M-1,0,
blaOXA-1_1_HQ170510|1|1|1|1,blm,blaOXA-1,0,
blaTEM-1B_1_AY458016|1|1|1|1,blm,blaTEM,0,
blaTEM-1D_1_AF188200|1|1|1|1,blm,blaTEM,0,
blaTEM-1C_1_FJ560503|1|1|1|1,blm,blaTEM,0,
blaCTX-M-1_1_DQ915955|1|1|1|1,blm,blaCTX-M-1,0,
blaNDM-7_1_JX262694|1|1|1|1,blm,blaNDM,0,
blaTEM-1A_1_HM749966|1|1|1|1,blm,blaTEM,0,
blaNDM-1_1_FN396876|1|1|1|1,blm,blaNDM,0,
blaOXA-2_1_DQ112222|1|1|1|1,blm,blaOXA-2,0,
blaTEM-208_1_KC865667|1|1|1|1,blm,blaTEM,0,
blaCTX-M-14_1_AF252622|1|1|1|1,blm,blaCTX-M-9,0,
